100,100,64
102,100,32
104,100,16
106,100,96
108,100,80
110,100,48
112,100,112
90,110,64
91,110,64
92,110,64
93,110,64
94,110,64
95,110,64
96,110,64
97,110,64
98,110,64
99,110,64
100,110,64
101,110,64
102,110,64
103,110,64
104,110,64
105,110,64
106,110,64
107,110,64
108,110,64
109,110,64
110,110,64
111,110,64
112,110,64
113,110,64
114,110,64
115,110,64
116,110,64
117,110,64
118,110,64
119,110,64
130,90,32
130,91,32
130,92,32
130,93,32
130,94,32
130,95,32
130,96,32
130,97,32
130,98,32
130,99,32
130,100,32
130,101,32
130,102,32
130,103,32
130,104,32
130,105,32
130,106,32
130,107,32
130,108,32
130,109,32
130,110,32
130,111,32
130,112,32
130,113,32
130,114,32
130,115,32
130,116,32
130,117,32
130,118,32
130,119,32
140,100,16
141,100,16
142,100,16
143,100,16
144,100,16
145,100,16
146,100,16
147,100,16
148,100,16
149,100,16
140,101,16
141,101,16
142,101,16
143,101,16
144,101,16
145,101,16
146,101,16
147,101,16
148,101,16
149,101,16
140,102,16
141,102,16
142,102,16
143,102,16
144,102,16
145,102,16
146,102,16
147,102,16
148,102,16
149,102,16
140,103,16
141,103,16
142,103,16
143,103,16
144,103,16
145,103,16
146,103,16
147,103,16
148,103,16
149,103,16
140,104,16
141,104,16
142,104,16
143,104,16
144,104,16
145,104,16
146,104,16
147,104,16
148,104,16
149,104,16
140,105,16
141,105,16
142,105,16
143,105,16
144,105,16
145,105,16
146,105,16
147,105,16
148,105,16
149,105,16
140,106,16
141,106,16
142,106,16
143,106,16
144,106,16
145,106,16
146,106,16
147,106,16
148,106,16
149,106,16
140,107,16
141,107,16
142,107,16
143,107,16
144,107,16
145,107,16
146,107,16
147,107,16
148,107,16
149,107,16
140,108,16
141,108,16
142,108,16
143,108,16
144,108,16
145,108,16
146,108,16
147,108,16
148,108,16
149,108,16
140,109,16
141,109,16
142,109,16
143,109,16
144,109,16
145,109,16
146,109,16
147,109,16
148,109,16
149,109,16
160,100,96
161,101,80
162,102,96
163,103,80
164,104,96
165,105,80
166,106,96
167,107,80
168,108,96
169,109,80
160,101,80
161,102,96
162,103,80
163,104,96
164,105,80
165,106,96
166,107,80
167,108,96
168,109,80
169,110,96
160,102,96
161,103,80
162,104,96
163,105,80
164,106,96
165,107,80
166,108,96
167,109,80
168,110,96
169,111,80
160,103,80
161,104,96
162,105,80
163,106,96
164,107,80
165,108,96
166,109,80
167,110,96
168,111,80
169,112,96
160,104,96
161,105,80
162,106,96
163,107,80
164,108,96
165,109,80
166,110,96
167,111,80
168,112,96
169,113,80
160,105,80
161,106,96
162,107,80
163,108,96
164,109,80
165,110,96
166,111,80
167,112,96
168,113,80
169,114,96
160,106,96
161,107,80
162,108,96
163,109,80
164,110,96
165,111,80
166,112,96
167,113,80
168,114,96
169,115,80
160,107,80
161,108,96
162,109,80
163,110,96
164,111,80
165,112,96
166,113,80
167,114,96
168,115,80
169,116,96
160,108,96
161,109,80
162,110,96
163,111,80
164,112,96
165,113,80
166,114,96
167,115,80
168,116,96
169,117,80
160,109,80
161,110,96
162,111,80
163,112,96
164,113,80
165,114,96
166,115,80
167,116,96
168,117,80
169,118,96
160,110,96
161,111,80
162,112,96
163,113,80
164,114,96
165,115,80
166,116,96
167,117,80
168,118,96
169,119,80
160,111,80
161,112,96
162,113,80
163,114,96
164,115,80
165,116,96
166,117,80
167,118,96
168,119,80
169,120,96
160,112,96
161,113,80
162,114,96
163,115,80
164,116,96
165,117,80
166,118,96
167,119,80
168,120,96
169,121,80
160,113,80
161,114,96
162,115,80
163,116,96
164,117,80
165,118,96
166,119,80
167,120,96
168,121,80
169,122,96
160,114,96
161,115,80
162,116,96
163,117,80
164,118,96
165,119,80
166,120,96
167,121,80
168,122,96
169,123,80
160,115,80
161,116,96
162,117,80
163,118,96
164,119,80
165,120,96
166,121,80
167,122,96
168,123,80
169,124,96
160,116,96
161,117,80
162,118,96
163,119,80
164,120,96
165,121,80
166,122,96
167,123,80
168,124,96
169,125,80
160,117,80
161,118,96
162,119,80
163,120,96
164,121,80
165,122,96
166,123,80
167,124,96
168,125,80
169,126,96
160,118,96
161,119,80
162,120,96
163,121,80
164,122,96
165,123,80
166,124,96
167,125,80
168,126,96
169,127,80
160,119,80
161,120,96
162,121,80
163,122,96
164,123,80
165,124,96
166,125,80
167,126,96
168,127,80
169,128,96
143,128,112
142,129,112
142,130,112
142,131,112
142,133,112
141,134,112
140,135,112
140,136,112
139,137,112
138,138,112
137,139,112
136,140,112
135,140,112
134,141,112
133,142,112
131,142,112
130,142,112
129,142,112
128,143,112
126,142,112
125,142,112
124,142,112
122,142,112
121,141,112
120,140,112
119,140,112
118,139,112
117,138,112
116,137,112
115,136,112
115,135,112
114,134,112
113,133,112
113,131,112
113,130,112
113,129,112
113,128,112
113,126,112
113,125,112
113,124,112
113,122,112
114,121,112
115,120,112
115,119,112
116,118,112
117,117,112
118,116,112
119,115,112
120,115,112
121,114,112
122,113,112
124,113,112
125,113,112
126,113,112
128,113,112
129,113,112
130,113,112
131,113,112
133,113,112
134,114,112
135,115,112
136,115,112
137,116,112
138,117,112
139,118,112
140,119,112
140,120,112
141,121,112
142,122,112
142,124,112
142,125,112
142,126,112
